crop,region,month,year,yield,price
Cotton,Haryana,11,2019,4.488248279164234,1805.3621094648838
Rice,Gujarat,4,2018,3.3822453553881173,1717.2536186824393
Soybean,Punjab,5,2020,2.0777180157326796,1679.1820378334105
Barley,MP,12,2021,2.9785272934352465,1777.626260965933
Maize,TN,1,2022,3.4259271126436386,1913.892225028928
Groundnut,AP,11,2016,2.2334543582853783,1288.9851304975625
Barley,UP,10,2018,4.504610485876139,2006.3008370768043
Barley,Gujarat,6,2021,4.417431323671157,2174.6692766777255
Groundnut,Maharashtra,2,2017,1.5815687809996923,1476.3530902015152
Wheat,TN,7,2019,1.5687690487587995,1351.8359611586754
Bajra,Gujarat,4,2024,3.0289422877286114,1990.6591440724799
Soybean,AP,4,2021,4.734720381439923,2287.3003958822947
Rice,Gujarat,9,2023,4.188417704324366,2050.8926057947456
Sugarcane,Bihar,1,2020,4.854632655323485,2050.556322569445
Groundnut,TN,6,2016,2.493868311427476,1493.8156323040532
Cotton,TN,2,2023,4.8885741053196545,2470.3762722360725
Sugarcane,UP,6,2020,3.3602745850490123,1641.6350548588177
Jowar,AP,7,2024,3.638552398843083,2061.984801753466
Groundnut,MP,3,2016,2.3011517854614087,1638.8097757257538
Sugarcane,Gujarat,4,2015,3.114828675822297,1635.6390196732652
Bajra,WB,2,2018,4.146794541725747,2022.0828800428412
Bajra,Gujarat,7,2016,2.7288456869571913,1304.4809377565675
Bajra,AP,9,2021,1.7438337058828703,1474.2018435664463
Sugarcane,WB,5,2021,4.43213628535748,2067.592909857744
Bajra,Bihar,11,2017,1.6168809540563973,1372.98327489973
Maize,Punjab,5,2024,1.8370211505749738,1698.2264256124388
Cotton,AP,9,2015,3.729852421242046,1514.5193520601117
Rice,Bihar,8,2016,3.8397568975207355,1625.0074607879164
Groundnut,UP,1,2022,3.424450353020583,1921.2125802864052
Barley,Haryana,2,2018,1.7721571229797868,1456.0667243707853
Sugarcane,UP,7,2017,4.218988160664627,1712.0631479482308
Sugarcane,TN,3,2024,3.5937252519538707,2121.1664260249486
Cotton,Haryana,6,2021,3.8466614465689424,2063.5817328855824
Wheat,Gujarat,1,2024,1.5101531411011082,1805.3267464937583
Soybean,Punjab,8,2018,1.8076411908453554,1360.4011812992437
Jowar,Haryana,2,2016,4.023250994752615,2005.7528477106562
Groundnut,Haryana,1,2017,3.8722101306969963,1866.4715161035801
Wheat,Bihar,2,2018,2.194239449763693,1613.6143375113775
Jowar,Punjab,8,2015,3.2670516955168343,1515.79391358296
Soybean,Gujarat,10,2022,2.593417891554382,1602.3242236304368
Barley,AP,5,2022,3.687160354236096,1954.4970795794907
Sugarcane,Haryana,12,2019,4.291210066841974,1910.4045327016172
Bajra,Maharashtra,9,2020,2.1581222115772474,1431.1478012214025
Cotton,Bihar,12,2018,3.772568561544023,1831.3670424787208
Groundnut,Haryana,3,2017,3.020356072141566,1839.4908570476925
Cotton,Gujarat,8,2017,2.174640584997082,1309.495048488119
Rice,Punjab,4,2018,2.8878422492234255,1638.6770274453527
Barley,Maharashtra,7,2020,1.8647985240128961,1362.2102127537025
Rice,Maharashtra,10,2016,3.8018187654958413,1661.8403709221038
Soybean,UP,10,2020,4.993691246416921,2059.954168969033
Soybean,AP,8,2022,4.066429999176213,2165.26765334232
Maize,TN,3,2023,4.481957460619902,2239.4101860978517
Soybean,UP,3,2018,2.290182965438845,1741.0052945016473
Wheat,TN,1,2019,1.8716572530448423,1313.2051956989599
Wheat,AP,8,2022,1.5075128979734893,1307.0837272898775
Bajra,Bihar,2,2024,4.053573428178227,2348.919782976402
Sugarcane,Maharashtra,7,2016,4.380987086391665,1775.28582046094
Cotton,Punjab,11,2024,2.1618090049033905,1707.9288049366094
Sugarcane,Bihar,7,2016,3.1739944642553435,1486.640113459235
Sugarcane,Gujarat,7,2023,3.547593546239885,2043.0054979485587
Wheat,Gujarat,4,2020,4.853660463452895,2295.268059159709
Cotton,WB,7,2024,4.69880393983156,2422.112079175202
Bajra,Punjab,10,2023,1.5550841476985733,1577.7565923983702
Barley,Gujarat,11,2024,1.6722860908744384,1725.2111277338895
Maize,TN,8,2021,4.856154250539541,1952.044623086236
Wheat,WB,9,2019,1.703348323515205,1231.2406945948894
Rice,MP,7,2023,3.5370067743555866,2005.278742206492
Maize,MP,6,2023,1.7774624832660257,1741.2579822464522
Barley,Gujarat,5,2016,3.834049972815749,1903.0711502957859
Soybean,WB,10,2022,2.1447330219918155,1444.5099117433701
Sugarcane,Maharashtra,10,2022,1.6195237249930154,1441.5501383402973
Groundnut,UP,7,2016,2.4759088041343524,1356.3521687267403
Bajra,TN,10,2024,3.3596970932542365,1859.9816738533507
Sugarcane,Maharashtra,2,2021,3.372501475565534,1785.4517730249038
Soybean,Haryana,5,2015,4.172396850260247,1835.3296126514506
Barley,Gujarat,8,2019,1.711679573135208,1172.970599984213
Rice,Haryana,6,2019,1.528640277474656,1465.5464170944529
Bajra,Punjab,6,2024,3.9997253297084185,2229.645738126271
Bajra,Bihar,1,2019,4.839841360026659,2203.7471771235664
Barley,Gujarat,2,2016,2.174481789618662,1510.8919049840913
Maize,Maharashtra,3,2017,2.024671022203044,1543.9546401640396
Jowar,UP,7,2020,2.7003424574513657,1488.0781681144053
Sugarcane,MP,12,2015,3.9578154475273633,1595.8334023200805
Maize,Bihar,10,2020,4.166297011318133,1866.7886783134609
Wheat,MP,6,2020,4.778414942311251,1958.182678865793
Barley,TN,5,2021,4.3067364700247195,1982.7790162326744
Wheat,UP,9,2023,1.5971550927072489,1462.3707669560376
Rice,Bihar,10,2023,2.22232084156638,1657.9135064440995
Maize,WB,7,2018,2.744354738402243,1620.6372764041632
Groundnut,WB,9,2016,4.814190517154575,1647.976715298494
Jowar,Maharashtra,11,2019,3.619634963362386,1810.1705966683503
Barley,TN,11,2015,4.987110831291499,1767.2608790473128
Barley,WB,3,2019,2.6116749406623,1737.1030892509195
Jowar,MP,11,2024,4.724840955189391,2350.307410385314
Bajra,Gujarat,8,2017,3.9452201449132236,1661.1642280320607
Soybean,TN,12,2021,4.604726445328021,2167.1625402774084
Rice,Maharashtra,9,2021,4.72918695733499,2133.8902590700345
Maize,Punjab,2,2017,3.0855867147579787,1728.6095006480252
Barley,TN,4,2019,4.551836356482248,2136.2333457470972
Barley,WB,2,2023,4.941336774755539,2174.038745661266
Jowar,Maharashtra,7,2018,3.8349095475915163,1781.3464201482514
Groundnut,Maharashtra,4,2016,2.4066594338605327,1366.5732535202105
Jowar,MP,12,2017,2.4426297383895625,1567.1334105995702
Jowar,MP,6,2015,4.133390606902616,1722.40729287585
Sugarcane,UP,8,2019,2.650273331961654,1427.9539957905865
Maize,AP,6,2023,2.9386636107079047,1934.3793560960085
Bajra,AP,4,2016,3.3428270961269417,1792.3330002563932
Jowar,Haryana,6,2017,4.690897041893215,1879.7650548124018
Groundnut,Bihar,1,2017,3.9896231032132565,1899.7328110603385
Bajra,TN,6,2021,2.518452890277253,1471.190112305251
Cotton,TN,11,2024,1.9678663921664423,1712.473565255921
Maize,WB,10,2021,2.5143027482834817,1679.57150697711
Barley,MP,11,2015,2.6673224054428077,1396.7161080186136
Cotton,MP,8,2017,4.06417238357502,1844.8801741593222
Bajra,Gujarat,4,2015,2.988358876278189,1445.523089565052
Bajra,WB,9,2023,4.9927777177811254,2260.028573983132
Maize,UP,6,2021,1.6207287334424318,1584.965118029448
Soybean,UP,6,2019,2.7398800429641454,1563.2968095338128
Sugarcane,Bihar,4,2021,1.8007626339543095,1817.5804929990127
Barley,Maharashtra,8,2017,2.7485312522896654,1654.9297250884172
Cotton,AP,5,2017,3.017999140972756,1776.4991256051915
Jowar,Punjab,12,2015,4.619010951826025,1713.3080778154313
Rice,WB,1,2019,2.9887677779162756,1822.0477988122734
Soybean,AP,7,2021,1.5892611235342933,1478.9679124726738
Barley,Bihar,8,2017,4.8431579096262505,1882.3776184104177
Rice,Gujarat,6,2019,2.0083962678761864,1521.9863260371546
Sugarcane,Haryana,7,2024,4.207985864156597,2089.2221248908404
Rice,MP,12,2015,2.2009384983239655,1283.0660378086232
Jowar,Maharashtra,7,2021,4.731667209712688,2164.7647833282253
Rice,TN,4,2022,2.2929062783607117,1710.0716318576322
Soybean,Haryana,4,2022,4.493079935754713,2324.29091458809
Wheat,MP,12,2015,2.9509511684289027,1521.9061115351788
Soybean,Gujarat,1,2018,3.065000801820183,1489.8351206580653
Jowar,Bihar,2,2023,3.7022257701142656,2117.302053530674
Cotton,AP,3,2016,3.2059739791766146,1704.4362588552538
Wheat,AP,5,2015,2.6786015375221606,1508.5552529157178
Sugarcane,Haryana,10,2020,2.349115383949546,1430.2989980454345
Soybean,Maharashtra,9,2015,2.4318220831905735,1182.2583313649388
Wheat,Maharashtra,5,2020,3.962480849131577,2154.8605293964133
Bajra,Bihar,6,2015,1.8806216286540178,1189.3269597987044
Soybean,AP,7,2020,3.465480575885353,1720.9619970039253
Wheat,Gujarat,4,2023,2.8282843247399736,1992.6495347834473
Maize,Haryana,8,2019,2.7359260955060742,1367.5322263830396
Cotton,Haryana,11,2018,4.004219866339904,1751.3183898796774
Barley,WB,6,2022,3.261296943670502,1947.0726228720027
Rice,TN,11,2018,1.7701760594566764,1314.5548175057277
Wheat,UP,1,2018,4.683486203054292,1852.1713581170611
Barley,WB,6,2023,4.643068906822107,2277.4915558470416
Soybean,UP,2,2015,2.9887473621208867,1520.578099973187
Barley,Maharashtra,4,2017,1.5481455248217104,1389.7824128110562
Bajra,UP,11,2018,1.7108801829498512,1299.6096882082368
Groundnut,Punjab,4,2022,3.220589768425591,1876.041581861504
Groundnut,Maharashtra,10,2015,1.7849997450014896,1183.4253272291292
Cotton,UP,10,2017,3.051293378189188,1461.3703382485587
Wheat,Punjab,5,2016,2.1641171010779927,1461.857625520703
Bajra,Bihar,10,2020,4.308651482423013,2018.1453456935853
Rice,AP,12,2023,2.786508666254165,1870.469217251492
Sugarcane,AP,2,2024,2.8247094856218373,2027.045428240967
Jowar,AP,6,2023,1.5872713479677476,1497.0726268870253
Cotton,UP,11,2024,3.7881741447795285,2007.0314922824452
Jowar,AP,3,2019,4.207125652555389,2099.0721171152454
Groundnut,MP,9,2017,2.4221658883975072,1466.483338967445
Maize,AP,6,2022,3.658786324237763,1884.9088904005994
Sugarcane,UP,3,2023,3.7641336930956646,2125.795689019211
Sugarcane,UP,3,2023,3.7038288532561614,1930.2559051876533
Jowar,Punjab,5,2015,3.944074149756092,1874.4322338152833
Maize,AP,6,2024,4.247458362692019,2157.0945277377305
Soybean,AP,4,2019,4.153174929750177,1845.884102184429
Barley,TN,12,2024,3.509113978575069,2052.8360053873116
Cotton,Maharashtra,5,2023,4.786062245031661,2299.1129489488076
Bajra,Haryana,3,2017,4.2316098312529355,2129.357593805983
Sugarcane,Punjab,10,2021,4.618004368697415,2187.339615666889
Jowar,AP,4,2023,3.277390710286949,2106.859868818497
Barley,Gujarat,8,2016,3.951667747477264,1680.3062064028024
Groundnut,MP,8,2016,4.520780255751349,1709.952438181187
Bajra,WB,1,2019,3.3892096322274297,1900.529422386739
Jowar,Gujarat,4,2022,4.5591067515908605,2236.1595663637663
Cotton,MP,2,2024,4.038319637483843,2278.311914907408
Rice,Punjab,4,2019,4.138238443518165,2065.267450575961
Sugarcane,AP,5,2022,4.74570276156647,2304.706066906541
Groundnut,Gujarat,1,2018,2.6560426644694157,1664.8696376918588
Cotton,TN,12,2023,3.581331573247808,1976.408186941826
Wheat,Gujarat,5,2018,2.454310420606036,1675.7708076554734
Groundnut,TN,7,2019,3.3521434918526634,1795.8692599374995
Bajra,TN,5,2021,3.052771032234445,1901.3579477205096
Wheat,MP,7,2023,3.1009802197310554,1916.9976359408317
Groundnut,TN,9,2019,2.2300199929246647,1564.3384826418248
Jowar,MP,8,2021,3.689252508953058,1765.8156231355258
Rice,Haryana,1,2018,4.28452375921405,1957.6478731018242
Barley,Gujarat,10,2016,2.4403026307009608,1446.1208380377375
Rice,UP,10,2016,1.9337413567524924,1088.5800835659188
Rice,Haryana,2,2019,2.3937574663629078,1819.0526238038547
Jowar,Punjab,6,2016,4.143306899289594,1826.6818502725578
Maize,Maharashtra,5,2016,1.7219177440557443,1361.281792078599
Groundnut,MP,1,2016,3.6623053832113683,1835.2764045941085
Barley,WB,2,2018,4.369329687648339,1912.2913875809923
Soybean,WB,3,2022,4.305792213111436,2400.160653156659
Jowar,Gujarat,10,2021,4.956380580918555,2087.8139492059113
Maize,Punjab,5,2019,4.26495419586346,1959.9659769202926
Jowar,TN,7,2021,1.9719228211540858,1488.8397083953068
Maize,AP,6,2020,2.714926149707413,2005.7308871867153
Rice,Gujarat,3,2022,2.2594358377796997,2003.1557565174285
Sugarcane,Punjab,6,2022,2.817331100195736,1914.8908463896998
Sugarcane,AP,4,2021,3.7292033952775885,2053.904725252789
Wheat,Bihar,3,2019,2.514414091105311,1549.6087747042577
Soybean,Punjab,4,2020,1.9506896828846658,1718.8362214383608
Barley,MP,11,2024,3.9997105621223534,1919.6292719458029
Maize,WB,8,2022,1.9101845803789008,1436.933592687909
Groundnut,Bihar,1,2021,4.8176618296848055,2259.5770552783492
Rice,UP,3,2019,3.665020203922845,1922.5073043127557
Bajra,MP,10,2024,4.175424977838272,2131.560448623117
Groundnut,Haryana,12,2022,4.38498328258099,2045.6406127066198
Groundnut,AP,8,2018,3.750540098015623,1791.309754675222
Maize,Haryana,12,2020,3.956991516274154,1865.1402701047307
Barley,Maharashtra,10,2018,4.26621861691218,1630.6512916570543
Rice,WB,9,2019,3.08932113922954,1773.2510744705507
Rice,WB,3,2024,1.5096409563939182,1604.2586565525194
Barley,Punjab,9,2017,4.884458161454296,1928.6939757195764
Sugarcane,AP,10,2016,2.3495265403838315,1362.281200767255
Cotton,TN,11,2015,2.0239130752596806,1209.1046919522348
Wheat,WB,10,2017,4.717245451185503,1746.7629949544585
Jowar,AP,4,2015,3.3943311079308067,1748.682646665543
Wheat,MP,12,2020,2.46481031893652,1748.94060490494
Sugarcane,AP,4,2016,4.761177970586081,2018.9676425470461
Maize,UP,12,2017,4.493770526625399,1956.1175942718041
Maize,Punjab,7,2022,3.0953413008725366,1853.5846744436044
Soybean,AP,6,2019,4.84663910854329,2008.929289847191
Wheat,Maharashtra,10,2016,1.8262761158873786,1234.6477309335298
Wheat,TN,3,2016,4.7816277320899445,1960.735961794091
Jowar,UP,8,2017,3.1112770666841887,1634.2998418038928
Maize,AP,12,2017,3.1150202747396833,1674.5290823165217
Groundnut,TN,5,2022,3.086624008802405,2084.6397047444816
Wheat,TN,2,2019,3.006750402501509,1912.5127600768044
Jowar,WB,10,2022,3.38082422858032,1817.4911037537922
Barley,Gujarat,3,2018,4.983060470086643,2114.082283999389
Bajra,UP,7,2023,1.5506789700254746,1345.7169507008841
Barley,UP,10,2017,3.250244501687066,1457.3331382045424
Jowar,Haryana,9,2016,2.4927034540198822,1414.3858360209606
Groundnut,Punjab,1,2020,2.1001560782850026,1586.3646855455872
Soybean,Haryana,12,2018,4.7378297672915295,1892.4338853543247
Maize,Bihar,6,2016,2.845700240905066,1500.6894438655481
Soybean,Punjab,11,2020,3.412390821159117,1685.4102235129224
Soybean,Gujarat,9,2018,4.756320949198889,1899.8476636815424
Jowar,MP,7,2024,3.177925827991441,1786.4454810209095
Maize,Gujarat,3,2018,2.5086897292365875,1571.8629895391769
Rice,Gujarat,7,2024,1.8387514242317011,1780.6579538108851
Bajra,Punjab,12,2018,3.5942814447505707,1875.5972925749084
Wheat,Gujarat,2,2018,4.690576883799206,2120.74724318091
Soybean,AP,10,2022,1.782667010036402,1505.6793092595922
Barley,Bihar,2,2015,3.0607279113961896,1433.0169264641586
Rice,Gujarat,1,2023,3.826202336390155,1977.4657333927967
Rice,MP,3,2017,1.8524893704190506,1532.9180346148494
Groundnut,UP,1,2019,1.775501435178756,1559.99128688726
Soybean,TN,8,2019,2.215736296795651,1556.2634293155454
Soybean,Maharashtra,11,2018,1.9595935546305565,1279.7066989159707
Cotton,Punjab,8,2018,2.8223731247700585,1496.3832423493427
Jowar,AP,4,2021,2.9356552321087532,1883.1359975524913
Groundnut,Gujarat,1,2018,3.0846111812403043,1663.2381947666604
Rice,Haryana,2,2024,3.2189224101703466,2172.7446065409304
Rice,TN,2,2017,1.703880653380782,1352.0019822473823
Cotton,WB,2,2023,3.820378940762091,2187.831104528118
Wheat,UP,9,2018,4.0680094055208285,1836.7311395664585
Sugarcane,MP,7,2018,1.980312250070702,1399.0835620041407
Barley,UP,9,2024,2.2943870191057325,1657.7081453342093
Sugarcane,Maharashtra,10,2022,2.481974322325456,1650.459831733157
Soybean,TN,10,2021,2.956656219395694,1823.2968201921226
Maize,Gujarat,2,2018,2.9054707300474605,1751.8544870404205
Groundnut,TN,5,2022,2.2198455514262605,1645.4846957955451
Soybean,Punjab,1,2024,1.7571444252413795,1636.0934569990277
Wheat,Gujarat,2,2016,2.5166288806837245,1644.202987784146
Sugarcane,Maharashtra,4,2023,4.227253284064345,2290.8030193638906
Soybean,Punjab,10,2016,1.7042241069658004,1119.7190359079318
Barley,MP,1,2024,2.781548232338979,1942.7518863193027
Rice,WB,12,2017,2.174747328869985,1388.398949831439
Jowar,MP,8,2020,3.99379020273956,2018.384398715111
Bajra,TN,6,2021,2.6600605206841035,1710.5035757353942
Soybean,Gujarat,1,2023,2.8904730844788453,1963.8330787898847
Wheat,Bihar,9,2022,4.709854458433766,2274.744266580196
Groundnut,TN,1,2020,3.6391910886724474,1895.5958496763062
Maize,Punjab,11,2022,4.383373495024779,1997.7095865283266
Barley,MP,4,2019,3.8971894654814627,1892.3706411744015
Cotton,WB,5,2024,4.8600150945473235,2292.2820168750704
Wheat,Haryana,11,2024,3.500491110263806,2057.0439199811053
Sugarcane,TN,9,2023,2.3747262249650247,1640.4906178373024
Jowar,UP,12,2018,3.9302657744660645,1781.6166474572767
Sugarcane,MP,2,2015,4.370895779375187,1887.2024290058398
Rice,MP,12,2022,4.886525524172013,2250.5669631611113
Jowar,AP,9,2019,3.6621258638546412,1851.851459758692
Sugarcane,Haryana,12,2023,4.376880021965295,2168.602939561019
Groundnut,Bihar,1,2017,3.9871582752478334,1818.0769482821045
Sugarcane,Haryana,4,2023,4.212629322378923,2311.200040644792
Barley,Maharashtra,11,2022,3.592196848274418,2196.9846554627475
Barley,TN,7,2020,2.518731454896482,1621.775716710498
Bajra,TN,4,2024,1.8066056820903729,1775.4265400613651
Sugarcane,Punjab,8,2024,4.019693681023274,2218.9763342087726
Groundnut,MP,7,2022,4.403301758658077,2000.3738717322342
Groundnut,MP,6,2022,4.199052534234538,2091.2048081822286
Soybean,Punjab,5,2021,1.638674092261329,1489.1336304663412
Maize,Gujarat,10,2021,1.6924486948466801,1448.0568199412776
Jowar,Haryana,3,2017,1.8609591146109647,1549.2290049133373
Wheat,Maharashtra,8,2021,4.385544877594568,1877.9324313012044
Cotton,Gujarat,4,2017,3.637198408040039,1959.60068411151
Jowar,UP,8,2023,3.5639657823869597,1928.5490134348895
Jowar,TN,1,2019,2.2466623281831115,1507.9717234337616
Rice,UP,11,2022,1.7679462635533016,1528.297094748892
Jowar,UP,2,2017,4.286412448127767,1890.5384888048918
Rice,TN,2,2017,4.399415100808241,1934.696280348996
Soybean,UP,12,2017,2.379732147177645,1212.031932373779
Maize,Maharashtra,6,2022,4.390842786994152,1928.5513100476524
Groundnut,Maharashtra,5,2023,2.595330832284611,1777.2673835125163
Bajra,Punjab,10,2021,4.341908750166703,1941.1272218102467
Groundnut,WB,10,2015,1.7403638614508776,1343.504221936548
Sugarcane,TN,7,2020,2.7065533424836747,1616.0343236954952
Cotton,TN,2,2017,4.1964486628378115,1897.916326457226
Maize,TN,9,2015,2.510708583499283,1186.959089772881
Maize,Haryana,2,2024,1.6410366553935276,1786.3515957141828
Soybean,Punjab,1,2016,2.0261964517201303,1331.8348389547298
Cotton,Maharashtra,2,2017,4.865902493550613,2195.7335551430037
Sugarcane,Maharashtra,11,2021,3.60084430462985,1838.7034957478174
Sugarcane,MP,3,2020,2.1193545656706227,1641.6592915379654
Bajra,AP,6,2016,3.7669289700608095,1751.3048957616531
Wheat,Bihar,7,2019,3.6815933628720074,1779.4572184936555
Groundnut,WB,11,2015,2.927300919764299,1181.1238569078398
Jowar,TN,6,2017,3.833726935710503,1763.0352089302746
Cotton,Punjab,1,2015,1.8913304907433222,1376.7721859388448
Sugarcane,TN,9,2017,2.624949723855922,1421.2877873147486
Sugarcane,MP,12,2016,1.6315405302495352,1315.5788576597195
Wheat,WB,8,2018,4.700621477050559,1988.2139631547457
Maize,MP,12,2019,4.6254511327061,2041.6106729779058
Sugarcane,MP,2,2017,2.2138397279894892,1686.4662794564035
Bajra,MP,1,2024,3.9767936998654783,2284.1421588795197
Sugarcane,Maharashtra,7,2019,4.34571469852771,1824.7823676992566
Sugarcane,Bihar,3,2021,2.925216030520947,1952.8361977800869
Wheat,Haryana,3,2024,4.359300265195671,2303.4237007061924
Bajra,TN,11,2023,3.2233827311839716,1830.6223645332063
Barley,Maharashtra,10,2022,4.290217802341803,2105.3977554022113
Rice,Gujarat,9,2020,4.150727067633763,1868.9211728939372
Wheat,Maharashtra,2,2023,3.466677661660688,2019.2316095898987
Maize,TN,5,2022,3.2757530662974617,1990.478813049406
Maize,Punjab,4,2018,2.5247266594848368,1766.6332240381248
Cotton,WB,1,2016,2.9399926506636174,1508.8886919261304
Wheat,UP,6,2023,2.871097693474525,2073.866995405756
Soybean,MP,6,2020,1.861410883345424,1454.7593647841895
Wheat,Punjab,11,2024,3.3342719288373774,1943.3129164337436
Barley,UP,1,2022,3.5311011176226907,2069.4261277674145
Sugarcane,WB,7,2022,4.89153373007629,2127.9937735054277
Wheat,Maharashtra,6,2018,2.490091328343694,1667.483062215439
Soybean,Punjab,4,2024,2.8981052389472213,1962.9887499842107
Jowar,TN,7,2019,3.4315653919615707,1754.0759405535148
Soybean,MP,3,2015,4.485622867964491,1971.8938736476248
Maize,WB,10,2023,2.4028751891647846,1700.701549174419
Barley,MP,11,2021,2.320079989047312,1600.8070721126182
Sugarcane,WB,6,2015,3.3615899478162445,1487.1820138342218
Soybean,Bihar,6,2024,1.9499774414746625,1677.1306596984004
Barley,Punjab,10,2024,3.9374953659676977,1899.2616220010639
Jowar,MP,6,2017,4.50925054744968,1588.5048363965188
Bajra,UP,3,2023,1.6032669364222405,1868.8272724141045
Bajra,Maharashtra,10,2015,2.182401128796413,1226.9042187329817
Bajra,Maharashtra,5,2020,3.5269150145140884,1883.3183964870486
Jowar,Punjab,1,2019,4.397268621306597,2199.3724794853065
Sugarcane,Haryana,6,2018,3.2152627680091186,1616.1565909311898
Rice,Haryana,7,2015,4.245234561338689,1619.7006587001042
Rice,Gujarat,5,2021,2.977878370412417,1863.0707893453712
Barley,MP,5,2015,2.856371400333086,1457.4448745403124
Bajra,TN,6,2015,2.1357850028197385,1164.6781234008643
Maize,Haryana,7,2016,2.030578830669496,1244.4448902248025
Sugarcane,AP,4,2023,4.108456684109221,2013.325354450046
Rice,Punjab,7,2015,2.09275861560769,1391.4213786930393
Wheat,AP,5,2022,2.927089866899353,1862.8723838699432
Cotton,UP,7,2015,3.407505462129211,1353.6883765754878
Groundnut,Bihar,1,2015,2.4253850932033716,1453.8894236985984
Jowar,Punjab,10,2023,4.413402508496485,2201.669856749464
Jowar,Punjab,12,2022,2.916685466342727,1910.0771131857766
Rice,Maharashtra,2,2015,2.8185636722494736,1655.090086534244
Jowar,UP,2,2021,2.1236200259350944,1662.5177844392815
Bajra,AP,7,2022,2.2692926025502285,1714.8439862126343
Groundnut,MP,9,2016,2.5194788477597796,1331.5676790116413
Maize,Maharashtra,7,2018,2.7226517218674635,1633.2734103191008
Wheat,Gujarat,12,2016,3.9545423374620206,1704.0138654911618
Barley,TN,6,2020,4.987068710700083,2211.324719418944
Groundnut,AP,3,2019,3.272953952938673,1827.6651147672605
Maize,MP,5,2019,3.9687362581853503,1938.9558487704494
Jowar,Gujarat,10,2022,2.352979232256918,1609.6026760523732
Rice,AP,2,2015,4.814837614148122,1937.8260015498456
Soybean,WB,9,2024,4.336367232389708,2060.176905787541
Barley,Bihar,6,2016,3.897766728682522,1814.1804373665643
Sugarcane,WB,9,2015,2.5968750422162366,1303.1240051593677
Cotton,WB,9,2018,1.7856107823596004,1242.7336278501843
Rice,Gujarat,12,2016,4.888785928090836,2010.437853857143
Jowar,Haryana,7,2024,4.038212143268978,2069.151715936849
Rice,WB,5,2021,1.9780041055894162,1686.1146992727786
Bajra,UP,4,2019,3.4314484147300797,1762.7498591246524
Jowar,AP,1,2019,3.638531146272459,1972.9407034558665
Rice,AP,9,2015,3.052081141587747,1308.9686390981435
Groundnut,TN,6,2016,3.151170005418713,1624.5416803729722
Groundnut,MP,2,2019,3.410962883216834,1940.3931271314204
Wheat,Gujarat,12,2021,4.305271117047097,2071.5633482924422
Wheat,UP,7,2015,4.340915921449618,1632.2647684908338
Barley,TN,12,2021,4.86209380506758,2051.9056435132966
Rice,TN,6,2016,2.1016505047219063,1361.4986570827512
Wheat,Haryana,4,2016,1.8858665369857324,1484.6300968904955
Bajra,Maharashtra,6,2023,3.6368894311992865,1981.011108672662
Maize,UP,11,2022,3.9634250678352028,1847.2547999944613
Wheat,Bihar,6,2024,2.6898029443600726,2004.9508541267655
Rice,Haryana,5,2018,4.946970333853585,2028.816298794956
Groundnut,MP,1,2019,4.4441809028285455,1964.1434497145206
Cotton,UP,3,2023,3.2259617485765038,2029.4862478730004
Soybean,Haryana,7,2018,4.034700182608516,1896.6770407213633
Sugarcane,Maharashtra,2,2024,3.085705588390159,2078.120198378054
Wheat,UP,10,2022,2.1986782123707536,1599.3774734370725
Sugarcane,MP,10,2019,2.0577895502808348,1512.1926265460704
Soybean,Maharashtra,1,2015,2.5149278972183735,1456.0325732914566
Barley,Bihar,8,2021,4.635054424699217,2025.663773284041
Groundnut,MP,7,2024,2.815066354483424,1932.6031341248784
Groundnut,MP,6,2017,4.673473385244357,1929.6167157892978
Soybean,Haryana,10,2021,4.293374760471551,1901.832305566707
Rice,Gujarat,5,2022,3.6242054401606203,2104.216642086366
Sugarcane,MP,6,2018,4.6409793350148885,2092.7456077466095
Sugarcane,AP,1,2020,2.1631212361005216,1657.9194943237687
Soybean,Bihar,12,2024,1.7667773290238649,1760.5021311815133
Sugarcane,Gujarat,9,2021,4.1263125903942885,1975.8118104927557
Rice,Gujarat,1,2022,4.668956809020843,2060.953784268577
Groundnut,AP,4,2017,2.8408301388216817,1638.2231665137617
Barley,Maharashtra,3,2021,1.5162925897955941,1590.320142018661
Bajra,Gujarat,4,2019,4.182158864888547,1997.5128116252308
Groundnut,Bihar,1,2021,2.7772878909113774,1915.3608544279596
Maize,MP,10,2020,3.5496750154516508,1735.9547032326693
Maize,Gujarat,4,2019,2.232889233613675,1651.7181950035374
Groundnut,TN,4,2017,3.884618856881853,1752.5441537305799
Rice,Gujarat,3,2024,3.361638036567406,2200.7738477224107
Bajra,Bihar,8,2016,1.598407213264609,1106.553966995814
Barley,Gujarat,7,2017,1.52141212375238,1401.6435987608677
Sugarcane,Maharashtra,9,2016,3.0320664500418326,1605.104705061677
Maize,WB,2,2017,2.0737744399663427,1526.067003370479
Maize,Punjab,10,2016,4.669725464303551,1856.9913362127418
Maize,TN,3,2015,1.8652553775651723,1345.8196129287148
Jowar,AP,6,2023,4.0066503738111106,2071.8754560476673
Rice,Bihar,2,2024,2.7248281617239716,1848.6152822085223
Groundnut,UP,12,2019,4.772400546069754,1901.236920024929
Bajra,Bihar,12,2023,1.9652579402211954,1593.7635687620395
Groundnut,Bihar,2,2022,4.222035265901551,2302.0621411746265
Jowar,TN,10,2021,4.8572890674930225,2051.6967019213
Maize,WB,2,2020,4.849412427581559,2308.5733750857803
