crop,N,P,K,ph,region,fertilizer
Wheat,24,92,92,5.508441795281922,Maharashtra,Urea
Maize,100,107,67,6.332087912422315,AP,Ammonium Sulphate
Bajra,30,88,78,4.0353451261458,UP,SSP
Cotton,33,32,133,8.2934889235948,UP,DAP
Sugarcane,67,111,130,4.329759282819882,Maharashtra,SSP
Barley,121,49,24,5.2304361862411906,WB,SSP
Wheat,45,28,33,7.595517312742575,WB,Urea
Cotton,68,48,166,7.207745742893406,AP,Compost
Cotton,26,134,198,7.758782584911813,Bihar,Compost
Cotton,44,82,198,6.526222248819108,Maharashtra,Ammonium Sulphate
Sugarcane,17,66,134,8.642989759920741,Maharashtra,Ammonium Sulphate
Rice,31,8,204,8.724974066747752,TN,DAP
Wheat,1,130,58,7.789559727026254,TN,Urea
Rice,19,35,93,5.608517762549126,UP,SSP
Jowar,37,63,22,4.2057808045846246,Bihar,SSP
Sugarcane,0,5,34,6.746650178350374,WB,Ammonium Sulphate
Cotton,136,73,12,4.045292749595772,Punjab,MOP
Cotton,135,18,174,8.046960079725956,UP,Compost
Sugarcane,15,27,161,6.940222648566811,WB,Ammonium Sulphate
Jowar,113,112,55,7.094618193784836,UP,DAP
Soybean,7,118,87,4.3021341265173865,Maharashtra,SSP
Bajra,22,122,124,6.929258029919589,AP,MOP
Soybean,72,141,105,4.8986862405173,AP,SSP
Rice,33,123,156,6.013117436645375,AP,Vermicompost
Sugarcane,17,102,142,5.595852208098081,Punjab,SSP
Bajra,108,49,148,5.231464785425955,UP,SSP
Soybean,43,130,125,6.235354548944515,Bihar,Compost
Rice,14,139,54,7.8096688614994925,Maharashtra,Urea
Maize,92,61,45,5.166105931022379,UP,SSP
Groundnut,126,68,58,6.552393314579767,WB,Compost
Bajra,120,6,48,5.783255849896681,Maharashtra,SSP
Barley,22,10,64,7.27085783994604,Maharashtra,DAP
Bajra,70,112,73,6.835276519651693,Haryana,MOP
Rice,108,65,83,7.25029424014475,Gujarat,NPK
Cotton,31,21,27,8.911431656408636,Maharashtra,MOP
Rice,113,30,98,6.534946382013914,Gujarat,Urea
Wheat,32,80,75,4.513886585309527,Bihar,Urea
Cotton,12,45,24,4.224107530946934,UP,MOP
Rice,115,114,43,4.25187818116593,Punjab,SSP
Soybean,136,103,7,5.760883683773429,TN,SSP
Groundnut,66,103,7,7.623113931316119,AP,Compost
Rice,31,58,163,8.200539296861963,Maharashtra,DAP
Soybean,72,52,11,6.970235318994862,WB,Compost
Barley,104,99,133,6.399922050175283,Haryana,Ammonium Sulphate
Wheat,128,94,188,8.233189663406414,Maharashtra,NPK
Maize,112,76,159,4.283611645607092,Bihar,SSP
Wheat,105,108,197,5.617940943627505,Gujarat,SSP
Cotton,68,137,74,4.286849186328547,Punjab,SSP
Groundnut,68,56,171,8.655526328743015,Haryana,Compost
Wheat,60,5,112,4.445961974731816,TN,SSP
Bajra,7,49,7,8.797753639483371,WB,Urea
Maize,6,122,191,7.654105174236204,Bihar,MOP
Cotton,69,44,6,6.472694969347878,TN,MOP
Bajra,53,15,179,5.563020441584355,WB,SSP
Cotton,35,130,100,6.68540295209111,WB,NPK
Bajra,65,100,24,7.213465993496385,Bihar,Compost
Jowar,2,139,31,6.406513747439657,Bihar,Vermicompost
Groundnut,12,43,88,8.587494482869728,UP,Compost
Soybean,28,48,23,4.696483488833111,MP,SSP
Wheat,56,61,187,4.641997352842208,Maharashtra,SSP
Barley,9,45,67,7.89759439834832,Maharashtra,SSP
Bajra,62,43,47,6.803609542658117,WB,Urea
Jowar,72,26,137,6.03043953714979,Maharashtra,DAP
Groundnut,107,50,123,8.102267799716941,Maharashtra,Compost
Barley,100,7,152,8.695326435911465,Bihar,SSP
Wheat,95,137,116,6.623573411399041,Maharashtra,Urea
Jowar,96,60,193,6.843067497982691,UP,Urea
Barley,1,71,194,4.274997981137421,AP,SSP
Maize,109,93,78,6.492238803079426,Maharashtra,SSP
Sugarcane,129,101,195,4.09859065956456,UP,SSP
Cotton,122,113,154,6.0294931594697285,AP,Compost
Cotton,115,45,42,8.831833385872518,Punjab,MOP
Rice,36,33,96,7.812801105790102,Punjab,DAP
Maize,129,107,144,7.6720618209347755,Bihar,DAP
Sugarcane,60,115,107,7.924307126517515,MP,Ammonium Sulphate
Rice,39,113,65,8.248398731999128,WB,NPK
Barley,24,15,103,4.213523017351347,Haryana,SSP
Rice,122,99,52,8.397483099872115,Haryana,Compost
Bajra,36,136,149,7.873076012039001,Maharashtra,MOP
Maize,26,97,56,7.419574662147012,Haryana,Urea
Jowar,83,58,50,6.028666017832392,Bihar,MOP
Jowar,43,125,60,5.502703009132278,AP,SSP
Sugarcane,71,6,33,4.959715201561805,TN,SSP
Wheat,131,104,77,5.708046572777707,Haryana,SSP
Jowar,54,82,183,8.391404012530124,UP,Vermicompost
Maize,72,52,131,4.282308439401156,UP,SSP
Groundnut,11,72,158,7.630891152440912,Haryana,Compost
Cotton,5,48,79,4.425767462659471,Maharashtra,SSP
Groundnut,46,132,33,4.584071572972175,WB,SSP
Rice,114,98,191,4.998703092559916,Punjab,SSP
Soybean,67,87,12,7.369257442717332,MP,Compost
Bajra,58,23,29,8.257050563541412,Haryana,SSP
Soybean,136,66,153,4.708881253378641,Punjab,SSP
Maize,118,71,8,5.169405014142487,AP,SSP
Soybean,47,90,40,7.1732920989800215,AP,Compost
Groundnut,8,88,175,6.280836254962727,MP,Compost
Wheat,45,129,87,7.167379073969063,Maharashtra,Urea
Maize,71,11,158,4.791553879015251,MP,SSP
Cotton,127,133,40,6.298008358111318,AP,MOP
Sugarcane,109,26,155,5.702292804139388,Maharashtra,SSP
Maize,34,61,173,6.183586894925373,TN,DAP
Barley,131,98,79,5.481792855123361,WB,SSP
Cotton,47,129,97,4.716232676347429,WB,SSP
Maize,45,77,176,7.333915233058355,WB,SSP
Barley,47,31,54,7.345101111276897,MP,Urea
Cotton,6,42,13,5.321928863964216,Gujarat,MOP
Rice,94,132,179,6.885818558655733,WB,DAP
Jowar,59,80,117,8.80847032930684,TN,NPK
Bajra,34,101,173,6.6856431850563816,MP,SSP
Jowar,18,84,17,5.569972315284351,TN,SSP
Groundnut,129,102,190,5.542789447809515,Punjab,SSP
Sugarcane,67,52,198,8.15624241046437,UP,Ammonium Sulphate
Jowar,97,19,85,6.442353894892282,Punjab,DAP
Maize,6,103,190,5.316362764176206,UP,SSP
Rice,46,44,106,7.154434165836628,Bihar,DAP
Soybean,42,34,70,8.32377093811648,Bihar,Compost
Groundnut,31,116,165,7.637312892881647,Bihar,Compost
Jowar,127,27,201,4.431726657051369,Punjab,SSP
Wheat,118,13,82,5.708296198928206,MP,SSP
Sugarcane,13,39,31,8.063556137229838,Maharashtra,Ammonium Sulphate
Soybean,80,53,54,6.091281652220438,Bihar,Compost
Bajra,51,100,63,8.993138245156697,MP,NPK
Maize,3,20,104,5.709702380101437,Punjab,SSP
Rice,32,36,82,8.537474772067203,Bihar,DAP
Cotton,105,29,159,6.297232220679247,Haryana,MOP
Jowar,128,98,191,8.679995259698366,MP,Vermicompost
Wheat,96,41,188,6.106524882898311,MP,SSP
Sugarcane,63,41,127,6.342273190772676,AP,Ammonium Sulphate
Bajra,127,49,76,6.704018840150326,Haryana,Compost
Jowar,36,140,166,4.198957640099216,Haryana,SSP
Bajra,125,40,53,4.420253041028254,Bihar,SSP
Soybean,69,122,149,8.272906226079447,UP,Compost
Soybean,134,86,126,5.32575976124104,Bihar,SSP
Groundnut,103,107,120,7.136312434213068,Haryana,Compost
Jowar,113,142,74,5.3000073734302235,MP,SSP
Rice,54,5,170,5.760413625381491,TN,DAP
Sugarcane,120,100,5,7.021580818995861,WB,Ammonium Sulphate
Cotton,122,96,170,5.693147340089521,TN,SSP
Cotton,2,91,30,7.629063061303519,Punjab,MOP
Maize,91,135,201,6.582722483922826,Gujarat,DAP
Maize,118,119,200,7.783737483584819,WB,Urea
Sugarcane,60,36,29,5.0696941471766355,MP,SSP
Jowar,100,60,113,7.224831614974422,MP,Vermicompost
Jowar,115,82,120,5.56672344988654,Punjab,SSP
Soybean,32,103,62,5.765692215905622,AP,SSP
Wheat,77,108,177,4.9329779764160415,WB,SSP
Maize,23,46,26,4.642627498901954,Haryana,SSP
Wheat,51,77,180,8.406845196545342,AP,MOP
Jowar,100,64,17,8.731383738761142,MP,Ammonium Sulphate
Maize,115,45,101,5.967804411096677,Gujarat,SSP
Cotton,122,8,157,7.817638985823113,UP,MOP
Bajra,5,80,14,8.017533710788932,Bihar,Ammonium Sulphate
Maize,75,5,22,4.7092587198974325,Bihar,SSP
Jowar,89,18,59,8.695427113204243,MP,Ammonium Sulphate
Jowar,122,142,159,8.041069635440376,Maharashtra,Vermicompost
Bajra,63,101,60,7.9480799419198025,Bihar,Compost
Wheat,80,46,60,8.622456575627325,Haryana,NPK
Sugarcane,70,126,53,5.7644137108687215,WB,SSP
Bajra,64,52,158,8.433441138892597,TN,Compost
Cotton,112,22,117,8.990008640921111,Haryana,MOP
Jowar,101,93,120,5.156729466039812,Gujarat,SSP
Rice,3,80,6,4.607173345865027,Haryana,SSP
Cotton,135,64,78,4.543993082871516,Haryana,SSP
Wheat,59,13,192,5.887428047630408,WB,SSP
Bajra,44,31,88,8.043843320799237,Maharashtra,MOP
Jowar,71,105,42,7.7541494196646585,MP,SSP
Jowar,94,87,135,4.986625212396143,AP,SSP
Bajra,30,58,127,6.6736467734116465,Haryana,MOP
Sugarcane,119,90,112,5.807681431135062,Maharashtra,SSP
Bajra,63,86,57,8.15917758292516,Punjab,MOP
Maize,66,101,176,8.020867374463982,Bihar,DAP
Barley,108,107,131,8.050684632558633,AP,Compost
Sugarcane,67,44,27,6.626323170315528,Punjab,Ammonium Sulphate
Barley,34,68,32,8.037325254260377,Haryana,Ammonium Sulphate
Wheat,97,139,95,7.666793940585908,Punjab,SSP
Soybean,35,6,164,6.6238037748039105,MP,Compost
Cotton,131,34,24,7.863782768900342,TN,MOP
Groundnut,48,56,138,5.884305195557707,MP,SSP
Bajra,17,105,7,7.899039881013094,WB,MOP
Cotton,59,107,7,7.116866861397618,Bihar,MOP
Groundnut,85,37,27,8.309392409627696,TN,Compost
Wheat,137,13,77,8.461666381754327,Bihar,SSP
Wheat,112,15,37,5.943666322732328,Maharashtra,SSP
Soybean,22,128,168,5.439261985310072,Maharashtra,SSP
Sugarcane,67,80,68,5.400422075751037,Punjab,SSP
Cotton,58,142,144,5.6305893304190615,UP,SSP
Cotton,89,58,194,4.253529213231352,Haryana,SSP
Bajra,6,79,30,8.656159738532242,WB,Compost
Wheat,12,101,41,4.619908522908269,MP,Urea
Groundnut,130,9,118,8.389769954741606,TN,Compost
Rice,10,28,180,6.437840691325696,UP,DAP
Soybean,50,35,78,8.501754575581003,WB,Compost
Sugarcane,31,110,48,8.662957353976141,Bihar,Ammonium Sulphate
Jowar,41,48,143,8.106047802201621,Haryana,MOP
Rice,101,28,201,6.034819222478102,Punjab,DAP
Maize,120,122,28,6.062331087997098,Gujarat,Ammonium Sulphate
Barley,77,16,96,8.832140571918366,Gujarat,DAP
Soybean,71,89,98,5.683769034582124,Bihar,SSP
Groundnut,105,119,23,6.055816094932618,UP,Compost
Rice,118,29,202,5.454252201063806,WB,DAP
Groundnut,32,121,60,6.568616768109135,TN,Compost
Bajra,78,76,53,7.052151762446934,MP,Vermicompost
Soybean,77,33,123,7.3152231357091875,TN,Compost
Wheat,118,29,113,4.792433968141625,Maharashtra,SSP
Sugarcane,56,91,61,5.732935627005627,Punjab,SSP
Groundnut,51,104,99,8.979840110994186,Gujarat,Compost
Cotton,71,144,126,4.357881948873132,WB,SSP
Rice,67,144,15,5.861104652189312,UP,SSP
Cotton,99,86,195,5.059065453850302,Haryana,SSP
Groundnut,81,104,85,5.408353998007343,Punjab,SSP
Rice,58,23,149,6.336166478874406,TN,DAP
Wheat,18,116,118,8.93287646731483,MP,Urea
Barley,2,57,19,8.061937147284748,MP,MOP
Barley,38,39,202,5.203500296274,UP,SSP
Bajra,65,117,194,4.687220762387158,Punjab,SSP
Maize,72,71,164,7.030988753060812,MP,Compost
Barley,133,55,172,8.381630309711664,Gujarat,SSP
Maize,27,109,143,5.001313436131126,Punjab,SSP
Rice,97,47,126,4.9758715560242255,AP,SSP
Barley,92,39,17,7.420511178743807,Maharashtra,DAP
Groundnut,125,19,85,5.486000586395216,Haryana,SSP
Wheat,15,103,32,4.207438400038569,Haryana,Urea
Groundnut,34,73,160,5.512344679120574,WB,SSP
Groundnut,74,89,180,5.053373942152749,UP,SSP
Maize,106,34,187,5.638208171498483,Haryana,SSP
Jowar,86,92,20,8.072372831877045,Punjab,Ammonium Sulphate
Jowar,68,50,40,7.366576423550134,Haryana,Urea
Sugarcane,115,64,172,5.398698295527973,Haryana,SSP
Barley,7,83,152,6.043261701751554,Bihar,NPK
Wheat,106,28,95,5.069579023700758,MP,SSP
Wheat,106,18,101,6.768119796656135,Bihar,Urea
Cotton,113,43,6,5.131262003191029,Maharashtra,MOP
Groundnut,9,12,6,8.636297550931669,AP,Compost
Wheat,27,84,132,5.3489566801090005,Maharashtra,Urea
Rice,59,85,105,7.560110229286035,TN,Compost
Soybean,9,45,73,5.969776106954582,Bihar,SSP
Groundnut,101,39,74,8.467874718051988,Maharashtra,Compost
Maize,62,58,54,5.577190090883889,MP,SSP
Groundnut,55,22,100,4.079587723260475,MP,SSP
Wheat,133,25,180,4.5305395723819375,Bihar,SSP
Bajra,127,46,156,4.339333674794494,Gujarat,SSP
Rice,77,69,141,5.550032891446788,Punjab,SSP
Rice,138,140,126,7.362045772503295,Haryana,Ammonium Sulphate
Barley,45,118,172,6.580647848861462,MP,Compost
Jowar,68,105,172,5.245073200375046,WB,SSP
Maize,44,65,134,8.99382407393672,Haryana,DAP
Barley,94,14,77,4.328499323021362,Haryana,SSP
Sugarcane,107,11,138,7.116054766088974,MP,Ammonium Sulphate
Soybean,57,39,151,8.008165576040449,MP,Compost
Cotton,114,95,101,8.790073490639216,TN,Vermicompost
Rice,9,46,125,5.772118272889497,TN,SSP
Maize,110,92,23,6.8509044859076536,Bihar,SSP
Jowar,12,33,165,5.258370042916316,Punjab,SSP
Maize,35,42,121,4.168222858287705,AP,SSP
Cotton,85,6,65,6.588483966860992,Maharashtra,MOP
Cotton,127,29,34,6.953309499303722,Bihar,MOP
Barley,121,42,121,5.37627221639346,Punjab,SSP
Groundnut,117,63,194,5.161653960424477,Maharashtra,SSP
Sugarcane,134,110,145,5.404719792691967,Gujarat,SSP
Sugarcane,14,11,150,6.621654203615211,Bihar,Ammonium Sulphate
Wheat,80,112,134,7.402376013427422,UP,Urea
Sugarcane,45,45,7,7.603290299840131,WB,Ammonium Sulphate
Maize,47,109,138,5.38544219877666,MP,SSP
Sugarcane,65,98,160,8.281312999542472,Gujarat,Ammonium Sulphate
Jowar,3,28,81,6.426331198675032,Haryana,Urea
Sugarcane,2,40,88,6.740667226360925,Punjab,Ammonium Sulphate
Rice,2,84,164,5.141603261869065,Haryana,SSP
Wheat,68,142,131,5.915858207988382,WB,SSP
Maize,92,25,64,4.258179161105902,TN,SSP
Cotton,27,31,163,6.886345949532689,Punjab,Compost
Barley,22,59,65,7.7443574035122005,Punjab,Compost
Soybean,29,89,13,6.7175713700101385,Punjab,Compost
Barley,61,137,71,5.632701444469106,Haryana,SSP
Groundnut,86,121,186,8.173735741841316,AP,Compost
Soybean,50,63,99,4.288178167593099,Haryana,SSP
Jowar,40,78,72,5.2436721432585784,MP,SSP
Bajra,63,38,21,4.250154147585099,Gujarat,SSP
Wheat,42,56,63,5.965045429935518,Haryana,Urea
Cotton,90,138,163,5.2517695954679295,Maharashtra,SSP
Barley,57,63,193,7.412910868437496,Maharashtra,SSP
Sugarcane,58,61,100,4.392795622671713,AP,SSP
Wheat,61,124,44,4.168362821042736,Haryana,SSP
Sugarcane,115,41,135,6.764622758637537,Punjab,Ammonium Sulphate
Wheat,110,36,182,7.73307522298032,Punjab,NPK
Wheat,22,24,133,6.341750711426812,Bihar,Urea
Groundnut,18,130,12,5.406343381485529,Bihar,SSP
Rice,10,85,66,6.492805268142654,Haryana,NPK
Jowar,59,113,196,5.691477685932208,Maharashtra,SSP
Sugarcane,2,56,173,5.481231700931297,Haryana,SSP
Sugarcane,8,92,21,6.2357984762224286,WB,Ammonium Sulphate
Sugarcane,40,89,204,7.070240189469041,UP,Ammonium Sulphate
Groundnut,37,83,47,6.89327453582357,Haryana,Compost
Barley,68,143,6,4.541139470127786,Maharashtra,SSP
Maize,34,105,179,5.091346378146669,Gujarat,SSP
Sugarcane,126,64,64,4.035235513224771,Punjab,SSP
Barley,47,124,181,6.1907752191992635,Bihar,DAP
Rice,106,130,97,7.850639267656222,Gujarat,Ammonium Sulphate
Sugarcane,7,16,19,6.071259579680849,Maharashtra,Ammonium Sulphate
Jowar,26,106,129,8.996664604375066,AP,Vermicompost
Cotton,8,116,98,7.751687036601108,UP,Urea
Bajra,13,44,182,5.87457003214765,WB,SSP
Sugarcane,28,23,178,8.866033046273607,Punjab,Ammonium Sulphate
Maize,25,91,6,7.203398261969125,Maharashtra,Ammonium Sulphate
Cotton,114,104,128,8.597063558815885,Punjab,SSP
Jowar,72,84,161,4.4367185657869,WB,SSP
Groundnut,80,11,126,6.787962038840181,AP,Compost
Bajra,66,81,161,8.542240252683873,Maharashtra,DAP
Groundnut,89,59,84,7.253987697691159,Punjab,Compost
Maize,95,95,119,8.941059200999158,AP,Urea
Bajra,117,143,99,8.9787556858779,Haryana,MOP
Maize,61,70,193,7.960187370672644,TN,SSP
Groundnut,35,71,101,5.393828490167959,Punjab,SSP
Jowar,123,102,126,8.267800935231758,Maharashtra,Urea
Bajra,21,118,70,7.517512517181695,Bihar,DAP
Soybean,104,17,48,4.531701797763071,Bihar,SSP
Barley,113,25,8,5.938388168220781,Maharashtra,SSP
Jowar,109,139,43,8.37255328470256,Maharashtra,Urea
Bajra,2,88,192,7.538813143930891,Gujarat,MOP
Maize,96,116,53,6.136805424049719,AP,Compost
Maize,35,130,9,7.065014778605256,MP,Compost
Rice,9,82,198,8.683892873155376,TN,Vermicompost
Jowar,99,90,49,6.988104478285278,AP,SSP
Maize,20,109,64,5.138368410421329,Punjab,SSP
Wheat,103,80,12,7.34681714810193,MP,DAP
Barley,114,117,54,5.33096335051723,AP,SSP
Groundnut,136,35,40,7.0950772549780705,AP,Compost
Cotton,111,108,74,7.222843254856469,MP,MOP
Rice,119,72,173,5.807675928070514,AP,SSP
Maize,78,31,14,7.703387316189496,UP,DAP
Wheat,95,141,40,5.464548890683805,UP,SSP
Rice,107,97,72,4.073618840411097,TN,SSP
Wheat,118,20,107,5.7532502884007535,WB,SSP
Rice,27,115,146,8.311500717759618,Maharashtra,NPK
Maize,5,117,80,6.88430890364752,Haryana,Ammonium Sulphate
Wheat,60,17,115,8.246858797921053,TN,SSP
Bajra,5,64,21,4.642999104887501,Punjab,SSP
Jowar,121,83,25,4.964948699806855,Punjab,SSP
Cotton,104,141,101,4.823098616991539,AP,SSP
Groundnut,61,124,58,7.925634838182777,UP,Compost
Cotton,27,129,145,7.060968218150292,TN,MOP
Groundnut,79,112,132,5.682017648373943,WB,SSP
Soybean,8,36,180,7.903245409476621,Gujarat,Compost
Barley,14,59,49,6.1769482497025034,WB,Urea
Soybean,19,30,141,7.078012096570246,Gujarat,Compost
Sugarcane,59,113,59,8.273547217678301,Gujarat,Ammonium Sulphate
Maize,74,132,54,6.126240811234185,Punjab,NPK
Bajra,93,86,24,7.761428613810951,Punjab,Compost
Jowar,66,40,112,6.828207337315909,WB,NPK
Bajra,1,101,172,8.538409987342568,TN,Urea
Cotton,43,88,5,6.277313948694499,Haryana,MOP
Groundnut,133,135,90,5.493251188647332,WB,SSP
Soybean,135,63,196,5.346965922230213,AP,SSP
Bajra,38,10,39,4.954106988903309,Haryana,SSP
Soybean,92,46,128,5.782745531333195,Punjab,SSP
Barley,43,61,130,6.171456921107405,WB,NPK
Barley,26,77,197,4.677746843959513,Punjab,SSP
Groundnut,15,50,57,7.678719894688766,Haryana,Compost
Sugarcane,38,116,193,8.689509514096683,Bihar,Ammonium Sulphate
Bajra,128,92,9,6.059365870623216,UP,Ammonium Sulphate
Jowar,32,60,201,8.626003277552105,Bihar,Vermicompost
Soybean,49,127,111,6.110001951952509,AP,Compost
Soybean,102,30,93,5.101131693874166,Bihar,SSP
Barley,26,54,192,8.295542936625832,UP,Ammonium Sulphate
Maize,123,134,94,8.50772192707371,Haryana,Urea
Groundnut,85,110,151,7.1934954185703965,Bihar,Compost
Soybean,27,112,61,8.612748183292801,Punjab,Compost
Barley,63,11,12,5.743511906513833,Maharashtra,SSP
Barley,48,84,150,5.59363734872124,MP,SSP
Wheat,110,53,109,8.274392276227953,Bihar,DAP
Soybean,127,50,143,5.404178750165245,TN,SSP
Wheat,8,69,194,8.331111512453216,Bihar,Urea
Jowar,22,6,162,5.191698777884753,Gujarat,SSP
Jowar,134,83,131,7.474682029261873,UP,Vermicompost
Barley,59,68,9,8.091927958666343,AP,Ammonium Sulphate
Maize,60,104,81,8.340478733819676,AP,DAP
Maize,74,64,60,8.82558898594364,Punjab,Vermicompost
Wheat,99,93,40,5.501985594787773,AP,SSP
Barley,53,141,117,6.720855783662998,TN,Ammonium Sulphate
Wheat,30,19,159,8.782427450945626,Bihar,Urea
Groundnut,27,10,36,4.051469118075737,Bihar,SSP
Wheat,89,49,146,7.076487916955276,Gujarat,SSP
Sugarcane,5,80,173,4.7477598670855885,AP,SSP
Soybean,33,110,122,6.201222194123202,Punjab,Compost
Jowar,91,70,70,4.420276641945047,Haryana,SSP
Rice,107,133,8,5.682043914044257,TN,SSP
Barley,8,96,15,7.458168885435821,Maharashtra,NPK
Maize,92,34,110,8.058305791793071,Gujarat,Urea
Bajra,97,14,52,6.8064155380165765,UP,Ammonium Sulphate
Soybean,11,113,169,6.181040920463346,Maharashtra,Compost
Rice,15,33,145,5.7126954588649,TN,SSP
Sugarcane,70,73,46,8.534461476516785,WB,Ammonium Sulphate
Bajra,134,140,159,4.987786516519817,TN,SSP
Maize,2,143,70,7.420638727065986,WB,Urea
Sugarcane,4,40,51,4.703978875923391,Punjab,SSP
Maize,37,13,80,8.498239995259134,TN,Urea
Maize,78,139,16,5.426830075509866,MP,SSP
Barley,98,22,199,5.856550911015754,Haryana,SSP
Bajra,1,141,30,4.915802643995088,Gujarat,SSP
Groundnut,99,138,159,8.670540473148996,TN,Compost
Wheat,138,49,113,8.438579247666194,Gujarat,Vermicompost
Wheat,131,83,167,6.366325652848873,Bihar,Compost
Soybean,46,91,17,4.150632738914314,Haryana,SSP
Maize,115,125,131,8.522683121550537,TN,Ammonium Sulphate
Soybean,93,134,60,8.8131078302881,WB,Compost
Bajra,99,45,201,4.349928030236311,WB,SSP
Maize,19,18,175,7.04360025740786,Punjab,MOP
Maize,15,31,122,8.779134940068081,Bihar,Compost
Rice,135,85,87,7.482507067565415,MP,Urea
Jowar,63,77,88,6.581000648228073,Bihar,SSP
Wheat,103,14,63,5.710272938158403,WB,SSP
Bajra,132,97,16,7.700197536689334,Maharashtra,Ammonium Sulphate
Sugarcane,37,136,161,8.938351346984309,WB,Ammonium Sulphate
Sugarcane,18,89,9,7.196133789195622,MP,Ammonium Sulphate
Groundnut,73,105,181,6.523746666571919,Punjab,Compost
Cotton,136,6,196,4.839376934711921,WB,SSP
Bajra,16,93,119,8.306153321092015,Punjab,Ammonium Sulphate
Cotton,94,125,47,5.919003794724433,Maharashtra,MOP
Rice,44,34,70,7.846890314679116,Punjab,MOP
Sugarcane,87,13,138,5.738937130678972,Gujarat,SSP
Bajra,41,133,103,4.604218229712478,Haryana,SSP
Maize,50,60,19,7.343467986950573,UP,Vermicompost
Jowar,112,60,150,6.728416706244194,UP,MOP
Barley,132,65,53,4.753878459756251,Gujarat,SSP
Jowar,7,49,179,8.14751650681006,WB,Urea
Groundnut,36,142,6,5.51276865204696,TN,SSP
Sugarcane,46,53,137,6.214365524936263,Haryana,Ammonium Sulphate
Soybean,99,94,41,6.483580863663003,Bihar,Compost
Soybean,88,104,10,5.231879820749449,Maharashtra,SSP
Barley,132,97,46,6.510255131770069,AP,SSP
Sugarcane,85,22,55,4.338875655995098,Maharashtra,SSP
Bajra,24,15,20,4.93495798307602,Maharashtra,SSP
Maize,125,100,77,5.378502871785467,Maharashtra,SSP
Groundnut,115,135,71,5.796593095058866,MP,SSP
Soybean,119,108,85,5.244241027662966,WB,SSP
Barley,29,141,34,6.353779955788367,Maharashtra,Ammonium Sulphate
Jowar,47,72,31,7.295899685196979,Punjab,Ammonium Sulphate
Maize,93,6,92,5.726291903551072,WB,SSP
Soybean,54,123,174,4.187049689689407,Punjab,SSP
Jowar,45,93,68,7.168735628705658,Maharashtra,Compost
Bajra,30,124,182,8.399030167293615,Haryana,DAP
Jowar,91,26,43,4.622750754488248,Bihar,SSP
Maize,73,125,139,4.925497381289278,Punjab,SSP
Jowar,55,78,77,4.148065621224886,WB,SSP
Bajra,121,91,148,5.092518512123304,Punjab,SSP
Groundnut,56,8,60,5.478407082180965,Gujarat,SSP
Maize,16,62,15,6.279833636332661,WB,Compost
Groundnut,138,122,141,7.498163580145748,AP,Compost
Barley,16,30,5,6.164461434547646,MP,MOP
Sugarcane,104,117,48,5.824293199093832,UP,SSP
Jowar,137,108,39,7.4187546918181715,Punjab,SSP
Rice,133,133,88,7.224702057746713,WB,Ammonium Sulphate
Groundnut,80,102,183,6.119817169610739,Haryana,Compost
Bajra,15,52,12,5.693193813217572,MP,SSP
Soybean,102,25,75,5.899321896515367,MP,SSP
Groundnut,89,27,41,6.02386280404114,AP,Compost
Soybean,3,95,105,4.448776667439724,Haryana,SSP
Jowar,61,11,137,4.908942268439484,UP,SSP
Barley,55,132,25,7.282255116741573,Punjab,Urea
Wheat,32,53,9,8.656527054818593,WB,Urea
Maize,30,103,27,4.422203717781259,AP,SSP
Soybean,134,35,189,4.604783779687535,Haryana,SSP
Soybean,132,129,75,4.493097711807562,Haryana,SSP
Maize,0,97,69,5.276521849023354,Punjab,SSP
Wheat,44,39,157,7.96288738939543,Punjab,Urea
Jowar,46,38,151,8.179483339661232,MP,Compost
Bajra,29,19,6,8.45902588612621,MP,Ammonium Sulphate
Sugarcane,80,82,144,7.920043876031291,AP,Ammonium Sulphate
Soybean,23,89,174,6.2942743021427034,Bihar,Compost
Wheat,30,75,29,6.841928379918153,MP,Urea
Wheat,27,85,128,7.424154356108515,TN,Urea
Barley,131,42,180,5.238309350805091,Maharashtra,SSP
Soybean,38,68,86,6.7256053700806175,Punjab,Compost
Groundnut,82,33,130,6.573674694177178,WB,Compost
Jowar,70,122,163,7.833772711684172,Gujarat,Ammonium Sulphate
Bajra,8,119,190,5.171128977760628,AP,SSP
Wheat,21,14,65,8.600655949433575,MP,Urea
Barley,126,21,48,5.934324948089156,UP,SSP
Barley,1,119,13,6.470472200863668,Punjab,MOP
Maize,90,88,153,5.675225153512292,AP,SSP
Soybean,15,85,186,4.577710106649204,Gujarat,SSP
Wheat,4,75,107,4.887948142287872,TN,Urea
Bajra,139,119,203,8.951297516014364,Gujarat,DAP
Groundnut,14,60,145,5.749033063737233,Gujarat,SSP
Rice,66,65,145,4.577630995610552,Punjab,SSP
Rice,72,107,56,6.226193758118646,Gujarat,Urea
Groundnut,91,48,32,4.6862888018388364,TN,SSP
Wheat,62,108,105,7.074478455167972,Gujarat,NPK
Soybean,99,78,93,4.120604133793906,MP,SSP
Bajra,24,36,178,6.802537197797816,Bihar,Urea
Maize,40,125,180,7.433756461556042,Bihar,DAP
Soybean,27,94,113,4.403590738000453,Maharashtra,SSP
Sugarcane,110,57,108,4.7396050784551935,Haryana,SSP
Soybean,20,5,172,7.873052152834617,Haryana,Compost
